time_s,r0cm,r0.1cm,r0.2cm,r0.3cm,r0.4cm,r0.5cm,r0.6cm,r0.7cm,r0.8cm,r0.9cm,r1cm,r1.1cm,r1.2cm,r1.3cm,r1.4cm,r1.5cm,r1.6cm,r1.7cm,r1.8cm,r1.9cm,r2cm
1680.0,2.549970774366512,2.549962287610807,2.5499308829121103,2.5498553888045916,2.549688300095926,2.5493336940147096,2.5486092051037086,2.5471864177420196,2.544505655332296,2.539666490542592,2.531305222196753,2.5174841820864438,2.495631477968751,2.4625775681685953,2.4147300892478225,2.3484064253297334,2.260305776029359,2.148056966184785,2.0107387502612877,1.8492503387658843,1.6664393247580604
1740.0,2.549955535514533,2.5499436242883844,2.5499002589721265,2.5497986906672208,2.54958042762481,2.5491307843140505,2.548238108989171,2.5465320596831527,2.543398586058677,2.5378750950548143,2.528538987029426,2.513414995044563,2.489937881169396,2.455011574036528,2.405198259869965,2.3370485671588286,2.2475490448648037,2.1346237426055303,1.9975958263882516,1.8375142753202245,1.6573277852191548
1800.0,2.54993409288743,2.5499177650267315,2.5498591896654843,2.549725230248979,2.549445117642706,2.5488838217946563,2.5477989641636705,2.5457777254195406,2.5421530320320462,2.5359043894979094,2.5255580001166713,2.50911157847519,2.484017956935476,2.4472633494245994,2.395566667796695,2.3257041105288816,2.2349314010694674,2.1214430023937827,1.9847878793443994,1.8261735840889892,1.6486178950844188
1860.0,2.5499045974755954,2.5498826889226747,2.549805137757905,2.5496316219125026,2.549277869366701,2.548587096218415,2.5472850798036175,2.544916441112231,2.540762953939284,2.5337508597152714,2.5223628297309655,2.5045794915843054,2.477881889911048,2.4393457407177492,2.3858475504504253,2.3143812048455406,2.2224552945526823,2.108515070014196,1.9723202243366322,1.8152152869173874,1.640244515156818
1920.0,2.549864850659096,2.549836020125347,2.5497352018641184,2.54951412218128,2.5490738737668543,2.548234708668044,2.5466897764817413,2.5439415032849415,2.5392228411303863,2.531411697680527,2.5189547899804117,2.4998249599505438,2.4715404496624025,2.4312722735923593,2.3760542557127535,2.30309002957015,2.210126620771879,2.0958429629563087,1.9601912736557774,1.8046259859885103,1.6321077068270151
1980.0,2.5498122806647023,2.5497750078034405,2.5496461068139387,2.549368636621587,2.548828040946921,2.547820619902625,2.5460064529226596,2.542846562580041,2.53752782021336,2.528884961113609,2.5153362043032743,2.4948553396190642,2.4650058518428346,2.423058839166618,2.366204584363608,2.2918488426623167,2.197963456840692,2.0834427750114917,1.9484046349038016,1.79435998333479,1.624180348607823
2040.0,2.549743925436443,2.5496965129892333,2.549534202256215,2.549190737319068,2.5485350422069875,2.5473387212653718,2.5452286908371637,2.5416257740640775,2.5356738750609984,2.5261698955563854,2.5115108302020284,2.4896794994681004,2.458291577391066,2.4147216839614885,2.3563144554182673,2.2806692430438797,2.185968066750877,2.0712995763456727,1.9369190296229821,1.7843825683781498,1.616526766089071
2100.0,2.549656425130992,2.5495970055847086,2.549395472850345,2.548975693531575,2.5481893649562903,2.5467829103378956,2.5443503334786843,2.54027383354481,2.533657745993276,2.523266520960012,2.507482856129356,2.4843058891804137,2.451409294893872,2.4062734968117376,2.3463946102841278,2.269556815127604,2.174137614866189,2.059400426712331,1.925720673325778,1.7746957028516548,1.6090912220484495
2160.0,2.5495460221574646,2.5494725683103465,2.549225552843031,2.548718499905185,2.547785350340548,2.5461471225253582,2.5433654823626735,2.538785902134188,2.531476757373201,2.5201753986412765,2.5032567888231596,2.478742975440086,2.444370577145706,2.3977273230100775,2.336457442399804,2.2585209775293547,2.1624766653359333,2.0477456053635095,1.9148070455100312,1.7652791536585457,1.6018524470287463
2220.0,2.5494085656718624,2.5493189045105873,2.549019742811731,2.548413904920887,2.547317232155999,2.5454253762501557,2.542268546962878,2.5371576720810154,2.52912893862498,2.516897879766501,2.4988379083904886,2.4729998952857737,2.4371874657832735,2.3890962243439158,2.3265143041557623,2.247568118507147,2.1509836219069447,2.0363230451048877,1.9041531043119508,1.7561099878631699,1.5948759721174244
2280.0,2.5492395250097344,2.549131354983062,2.548773035812225,2.5480564497156273,2.5467791875945265,2.544611829347549,2.5410542928711886,2.535385380083119,2.5266129511639552,2.5134358464145916,2.4942316444444876,2.4670851875482454,2.4298702207001948,2.3803898582348633,2.3165712955330497,2.236697871109984,2.139649751795377,2.025116449556279,1.893744788152088,1.7471987199056225,1.5881034579251019
2340.0,2.5490340099346414,2.5489049206547856,2.548480145916919,2.547640501593678,2.5461653675785096,2.543700788329246,2.539717801712575,2.5334656834610154,2.523927855241861,2.5097913869042103,2.489443286431753,2.461006878091286,2.422428470928575,2.371617840444,2.3066363198680664,2.2259151893322446,2.1284770559132378,2.014127317941697,1.8835838920505652,1.7385199318082702,1.5815259294436654
2400.0,2.548786791666447,2.5486342850590855,2.548135533939735,2.5471602819763373,2.545469922997522,2.5426867292109416,2.5382544911576264,2.5313957051472458,2.5210732394573068,2.505967100192332,2.48447853787089,2.454773218234602,2.4148716997969437,2.362788849205208,2.2967147464772792,2.2152197751756275,2.117458293945768,2.003341114009889,1.8736492243400353,1.7300714580599394,1.5751449561134534
2460.0,2.5484923310580183,2.5483138440644857,2.547733440969669,2.5466099036107632,2.5446870419124807,2.54156432631741,2.5366601197863554,2.5291729863188497,2.518049071234977,2.50196576824004,2.479342933281831,2.448391867043385,2.4072085384278012,2.3539110700790973,2.28681311764171,2.2046160990357606,2.106596374483742,1.9927606718660273,1.8639452203123927,1.7218402274042786,1.568949803528579
2520.0,2.548144809856483,2.5479377377079477,2.5472679209894045,2.5459834018345173,2.5438109750036753,2.540328467955847,2.5349307967210213,2.5267955138592164,2.51485580160955,2.4977906416754063,2.474042429061647,2.441870834281839,2.3994478047171692,2.3449923893654616,2.2769363976294157,2.1941043329328345,2.09588540462034,1.9823734253914072,1.854453467598089,1.7138229353245662,1.5629295136697559
2580.0,2.5477381680519997,2.5474998883172577,2.546732880734506,2.545274775559135,2.542836074791168,2.538974287683365,2.533062992381845,2.5242616842432852,2.5114942299850562,2.493445118199021,2.468582791302667,2.4352175461286816,2.3915975021599736,2.336040230058085,2.2670906583540633,2.1836892874043463,2.0853301351585816,1.9721867042654222,1.8451864913105869,1.7060131738264201,1.5569911106056842
2640.0,2.54726614350735,2.546994039887845,2.5461221176319326,2.5444780210067477,2.541756821459121,2.5374971812260316,2.5310535570691526,2.521570362430595,2.5079656953027696,2.4889332400764217,2.4629706680320993,2.428440806420895,2.3836678533371303,2.327065342759975,2.257286259129928,2.1733799995477967,2.074937092052169,1.9622012872794259,1.836128046262088,1.6983693534030455,1.5512066160154445
2700.0,2.546722321993803,2.5464138093644926,2.5454293751132524,2.543587195039972,2.5405679008875786,2.535892909775582,2.52889986163318,2.5187210612427937,2.5042722526172487,2.4842597214124735,2.457213120194804,2.4215491728011775,2.375667481798421,2.318074455532222,2.247525704998753,2.163172284990787,2.064692751695749,1.952391589597023,1.8272467193455242,1.6908999861570733,1.5455907837899956
2760.0,2.5461002020567483,2.545752751307862,2.544648405358509,2.542596469800366,2.5392642358784956,2.534157576169032,2.526599660960987,2.515713599900618,2.500416003258796,2.4794288329978724,2.451316055972672,2.4145492546429974,2.3676025262719382,2.309072157854875,2.237811447939926,2.153066625886658,2.0545969312735486,1.942761626956938,1.8185599559902519,1.6836116367887721,1.5400417862308737
2820.0,2.5453932338568994,2.545004392979562,2.543772992193205,2.541500133036213,2.5378409533526414,2.532287555753151,2.524151010001163,2.512548082201243,2.496399311162652,2.4744451752754792,2.445286030933333,2.4074490786256644,2.3594819224680155,2.3000677881301925,2.228152838294417,2.143072175854234,2.0446588979974036,1.9333204724469446,1.8100670478818741,1.6764727700206898,1.534553307490225
2880.0,2.5445948611422664,2.5441622766062184,2.542796995632943,2.540292641655522,2.5362934628413565,2.530279629650042,2.5215524968176912,2.5092252798104635,2.492225360175801,2.469314340574241,2.439130749155468,2.400257841065718,2.3513154083563923,2.291070344825895,2.2185565645687615,2.1331915549408524,2.0348749058926017,1.9240534820230313,1.8017378892815943,1.6694605294209877,1.529201977228756
2940.0,2.543698602716518,2.543220042022979,2.5417144377567746,2.5389687113686246,2.5346175455868907,2.5281310567496282,2.5188032552204946,2.50574649771894,2.487897716638623,2.4640419362658728,2.43285724834559,2.3929829781538516,2.3431094105437857,2.2820836146269565,2.2090221902703346,2.123418817219221,2.025232689793158,1.9149436851049497,1.7935633498169532,1.662598212185354,1.5239415489926122
3000.0,2.5426981173872494,2.5421714872229892,2.5405195483345833,2.5375233317350196,2.5328093152843123,2.5258394474970443,2.5159027149625928,2.5021131776704992,2.483419815816714,2.4586331084200306,2.426471847049413,2.385631284926722,2.334870540441952,2.273113647232284,2.199555286674619,2.1137596398176086,2.015739470648668,1.9060031436399427,1.7855589760667725,1.6558641709837574,1.5187093148091189
3060.0,2.5415872288041603,2.541010589534689,2.539206776102662,2.535951765588054,2.530865214261053,2.5234027867259097,2.512850717099219,2.498327221349994,2.478795656370178,2.4530937781939905,2.419981984725728,2.3782110847560283,2.3266071378250155,2.2641676703296243,2.1901605696502062,2.104214759192028,2.006390777576439,1.8972196277505855,1.777699237562909,1.6492417026448092,1.5135730718343035
3120.0,2.5403599877561422,2.5397315691844744,2.5377708568823003,2.5342496266127763,2.5287821054664654,2.520819538312142,2.509647607465125,2.4943910007079477,2.4740295749165875,2.447429925574049,2.4133946814056926,2.370729575855808,2.318325534700905,2.2552500571300014,2.180839499904977,2.094781990928182,1.997179874836731,1.8885810135210057,1.769970628396483,1.642725294959055,1.5085773586924451
3180.0,2.539010736301625,2.5383289495439425,2.536206861109933,2.532412902095488,2.5265572531345346,2.518088560152791,2.506294057610864,2.490307057575061,2.4691258078393816,2.441647014571021,2.406715832649966,2.3631919516522952,2.3100287842448712,2.2463600722889026,2.171585861283172,2.0854481844305472,1.9880862818126461,1.8800625857942037,1.7623569237657397,1.6363403772080858,1.5037348221298203
3240.0,2.5375341228252206,2.536797565366326,2.5345101806490455,2.5304379007764264,2.524188209194004,2.5152088999467264,2.5027907339187805,2.4860776085374074,2.4640878122398466,2.435749178048024,2.3999494764178695,2.355601314492261,2.3017183728974158,2.2374973653029193,2.1623980192923287,2.076212112289199,1.9791127606732002,1.8716778523426905,1.7548867491117404,1.6300907432483414,1.498946806787139
3300.0,2.5359250565922404,2.5351325111774226,2.5326764603601086,2.5283211631442577,2.5216727121912985,2.512179721050733,2.499138338012376,2.48170486165298,2.4589191121725382,2.429740922806555,2.3931006726118014,2.347962816032293,2.293399109587485,2.2286660331659554,2.1532791325219263,2.0670761952139594,1.97026185420774,1.8634285231674845,1.747550901183147,1.6239510828782677,1.494231217192761
3360.0,2.534178718095854,2.533329156049667,2.530701628570121,2.5260595254081526,2.519008810573436,2.5090005143165404,2.4953379243828167,2.4771914140516933,2.4536236602699666,2.4236271966987175,2.386174846334606,2.340281725982533,2.2850754447009543,2.2198691713463066,2.144230805423199,2.058041006716905,1.961533543158432,1.8553129800301116,1.7403459357310094,1.6179192875982975,1.4895387304289913
3420.0,2.5322906314309166,2.5313832161372525,2.5285819693523246,2.523650188480216,2.516194919940891,2.5056711267759963,2.491390874557803,2.472540143122226,2.44820563554162,2.4174131407256163,2.379177658450307,2.332563762845602,2.2767527989375953,2.2111118103644394,2.1352579280182775,2.0491116346184786,1.9529328558912662,1.847334610333537,1.7332682060001563,1.6119714312641071,1.4848824376550105
3480.0,2.5302567188996123,2.529290808583315,2.5263141749449876,2.521090770149426,2.5132298802245545,2.5021918355235067,2.487299007700229,2.4677543803807485,2.4426697024205426,2.4111044215570816,2.372115310738668,2.3248150935298915,2.2684366827509628,2.202398177373028,2.1263627928791093,2.040287619078121,1.9444553210618511,1.8394831097744047,1.7263033484758143,1.6061092588936177,1.480243218516296
3540.0,2.528073368217445,2.5270485182543676,2.523895410530113,2.5183793643146317,2.5101130007364443,2.4985633600636317,2.4830645257241706,2.4628377345589576,2.4370206418509497,2.4047066125910144,2.364993694924892,2.317041454121395,2.2601323282372374,2.1937328816873833,2.117549482980005,2.0315726157167386,1.9361040818104145,1.8317614244677403,1.7194530771767587,1.6003160225040303,1.4756175926493906
3600.0,2.5257374683149054,2.5246534303781236,2.5213233377666926,2.5155145511268864,2.506844057085751,2.4947868559383752,2.4786900314882576,2.457794189089422,2.4312636123776636,2.398225713788299,2.3578192129127835,2.3092491238329704,2.251845271908624,2.1851199224366757,2.1088193352966376,2.0229637165221828,1.927869942973575,1.8241513509341587,1.7126895052695703,1.5945806052920974,1.4710936567631512
3660.0,2.5232464503254968,2.522103171066742,2.5185961535939216,2.512495431106427,2.5034233121800713,2.490863900638333,2.474178429758473,2.452627819172557,2.425403510419736,2.3916668905029566,2.3505965493919336,2.301441383739919,2.2435763370073936,2.1765565478337705,2.100164969517782,2.01444816500639,1.919734958200292,1.8166335227505006,1.7060066949326482,1.5889337437140492,1.4666570336476
3720.0,2.520598262258361,2.5193958712843614,2.515712520245699,2.509321492818997,2.4998512863369635,2.486796126546266,2.469532390212899,2.4473420853813046,2.419444177114071,2.3850338335692376,2.343328680004717,2.2936200220705354,2.2353258934971643,2.168041859493575,2.091584863224228,2.0060251691863127,1.9117019233196728,1.8092196821956632,1.6994261658339684,1.583371792065718,1.4622500845216988
3780.0,2.517791232409095,2.516530026435175,2.512671416766633,2.505992463298996,2.49612863540553,2.482585191058762,2.4647545236218003,2.44194038685246,2.4133895417254845,2.378330690476038,2.336019647491981,2.285788666920306,2.227096844327366,2.1595776865349112,2.0830794282397056,1.9976936772582432,1.903768719943,1.8019053354802383,1.6929347092174005,1.57788074891093,1.4579177274422166
3840.0,2.5148240555268004,2.5135044914525513,2.509472161996169,2.502508379973656,2.4922562915350284,2.4782329944083146,2.4598476525794433,2.4364262975684676,2.4072436382389593,2.3715615581242764,2.328673131200879,2.277950047542579,2.2188904411312844,2.151163407827443,2.0746461371563902,1.9894497411265666,1.8959306369476263,1.7946857453412863,1.6865317170694323,1.5724684316122681,1.453613275435936
3900.0,2.511695832269869,2.5103185175175917,2.506114441532201,2.4988695963226615,2.488235429167323,2.4737415809815615,2.454814622408606,2.4308032765073344,2.401010250218271,2.364730188790991,2.321292483734756,2.2701068122964165,2.210708491886843,2.1428001489268973,2.0662859634726907,1.9812950049422002,1.888190957018699,1.7875666224153512,1.680221775249529,1.5671199298090215,1.4493151772522
3960.0,2.5084060497845546,2.506971732223343,2.50259828811997,2.495076767890538,2.4840674709905297,2.469113193316193,2.449658449220089,2.4250749737739676,2.3946934475563677,2.3578408125729826,2.3138818266771954,2.2622627367209955,2.2025542592491125,2.1344905856563283,2.058000991763586,1.9732309203813596,1.8805500050229575,1.7805449595859864,1.6739948824539124,1.5618261688154953,1.4450485567485558
4020.0,2.5049546188694713,2.5034641813480945,2.498924137288075,2.491130930538245,2.479754194667454,2.4643504048407148,2.4443824586786858,2.419245325607149,2.388297546015643,2.350897822375804,2.3064452847498074,2.2544213295853512,2.194430337120256,2.126236196758727,2.0497914914289024,1.965256429944317,1.8730049995807994,1.7736161006977764,1.667847488466623,1.556588588944775,1.4407767798465287
4080.0,2.501341921645354,2.499796374292239,2.4950928650637985,2.4870335219743924,2.475297725291126,2.4594560659766405,2.43899016746229,2.4133183610836184,2.3818268544213135,2.3439055273286056,2.298986890508326,2.2465861366466533,2.186339706423557,2.118039486159903,2.041659695508082,1.957373702639014,1.865558278213319,1.7667828755182056,1.6617805201860614,1.5513932537144393,1.4364795539856319
4140.0,2.497568810534843,2.4959692823374318,2.4911057849907774,2.4827863800437737,2.470700543313939,2.4544333395337987,2.433485377017056,2.4072983995838966,2.375286030432009,2.3368687122826475,2.2915113447397086,2.238761586021723,2.1782863500855116,2.1099037749612672,2.0336078861572378,1.9495832980373662,1.8582073884339354,1.760037068000549,1.6557764962139467,1.5462260880125764,1.4322422307778915
4200.0,2.493636642500089,2.491984375658956,2.4869646931040443,2.47839179918932,2.4659655512446124,2.449285765301341,2.4278722016697776,2.4011899694707255,2.3686797566180218,2.3297918550346357,2.2840224610321176,2.2309502615252415,2.1702709416534147,2.101827031531755,2.025630447531671,1.9418751201978428,1.850937116200886,1.7533599741336263,1.6498253486918262,1.5411134975205139,1.428046623993144
4260.0,2.489547268574916,2.4878436036298837,2.4826718181695173,2.4738524228322527,2.4610958697706518,2.4440169100837354,2.422154517035591,2.3949970118437776,2.3620117076472438,2.322677982955879,2.276522254407623,2.223152903764149,2.1622928847877967,2.093807537662237,2.0177250654658736,1.9342471895911588,1.8437478243334713,1.7467585467115239,1.6439408626865213,1.536045749322809,1.4238678165942482
4320.0,2.485302856137296,2.4835492118786164,2.478229626208878,2.4691710383494048,2.4560946462022764,2.4386302451951885,2.4163360076409752,2.3887232511797474,2.35528543520321,2.3155302494840537,2.269013260228418,2.21537120972738,2.1543527745554325,2.0858444154094338,2.0098889190801628,1.9266944097208862,1.8366320797905222,1.7402217457086973,1.6381060370430296,1.5310199363200938,1.4197797770191913
4380.0,2.4809058153777457,2.479103677884399,2.4736407833251493,2.4643505834845256,2.4509651135709336,2.4331292482317197,2.4104202627407947,2.3823721727800375,2.3485040282933687,2.3083509897128907,2.26149665399724,2.207604770109121,2.1464482314531,2.0779331024145096,2.0021154632125,1.9192091171590213,1.8295828158959453,1.7337470267981943,1.6323328518177846,1.5260635372558016,1.4156828322788226
4440.0,2.476358739079474,2.4745096441683514,2.468908068027685,2.459394021076162,2.445710410127172,2.427517156328296,2.404410476616236,2.3759467399556353,2.3416700231404928,2.3011421682740667,2.2539738162242346,2.1998545990217324,2.138580460509442,2.0700759893652863,1.9944097418500428,1.911800909383659,1.8226164520366857,1.727358606832565,1.626640865415871,1.5211421273738626,1.4115238868246134
4500.0,2.4716643208733102,2.4697698479327945,2.4640343397909934,2.4543043885039393,2.440333775545181,2.4217974059822174,2.398310259221316,2.3694507151322743,2.3347873380289346,2.2939078999362508,2.2464491270113025,2.1921253981232036,2.13075445447249,2.062278149911971,1.9867764349444077,1.9044731538474993,1.8157325959360133,1.7210452500124187,1.6209992221995724,1.5162347220297732,1.407397372864836
