start_s,end_s,radius_cm,delta_H,delta_M,delta_logD,mean_H_rate_s-1,mean_M_rate_s-1,mean_logD_rate_s-1
300,360,1,0.0024954131063394287,-8.732832407210013e-09,0.0024954043735070214,4.1590218438990481e-05,-1.4554720678683354e-10,4.1590072891783694e-05
360,420,1,0.0032161955737454615,-5.8325168095230143e-08,0.0032161372485773661,5.3603259562424358e-05,-9.7208613492050231e-10,5.3602287476289436e-05
420,480,1,0.0038734894395026712,-2.3867579924952143e-07,0.0038732507637034216,6.4558157325044513e-05,-3.9779299874920234e-09,6.4554179395057029e-05
480,540,1,0.0044395939743839194,-7.0469484807489376e-07,0.0044388892795358447,7.3993232906398657e-05,-1.1744914134581562e-08,7.3981487992264079e-05
540,600,1,0.0049644913834432959,-1.6577787683352831e-06,0.004962833604674961,8.2741523057388268e-05,-2.7629646138921384e-08,8.2713893411249351e-05
600,660,1,0.0055298374714448581,-3.3108446217622319e-06,0.0055265266268230955,9.2163957857414308e-05,-5.5180743696037198e-08,9.2108777113718258e-05
660,720,1,0.0061226047754568691,-5.8557349336213487e-06,0.0061167490405232474,0.00010204341292428115,-9.7595582227022474e-08,0.00010194581734205412
720,780,1,0.0067026095763857985,-9.4426969699162869e-06,0.0066931668794158825,0.00011171015960642997,-1.5737828283193812e-07,0.00011155278132359804
780,840,1,0.007208505262892892,-1.4170514309039264e-05,0.007194334748583853,0.0001201417543815482,-2.3617523848398772e-07,0.00011990557914306422
840,900,1,0.0076548280606202612,-2.0086892065623861e-05,0.0076347411685546377,0.00012758046767700435,-3.3478153442706437e-07,0.0001272456861425773
900,960,1,0.0080125512395219506,-2.7192396050867991e-05,0.0079853588434710826,0.00013354252065869918,-4.5320660084779985e-07,0.00013308931405785137
960,1020,1,0.0083838418381733948,-3.5451011400056121e-05,0.008348390826773338,0.0001397306973028899,-5.9085019000093531e-07,0.00013913984711288896
1020,1080,1,0.0087383311463072044,-4.4802675310157155e-05,0.0086935284709970476,0.00014563885243845342,-7.4671125516928593e-07,0.00014489214118328412
1080,1140,1,0.009102494216838633,-5.5166869705364197e-05,0.0090473273471332692,0.00015170823694731056,-9.1944782842273657e-07,0.00015078878911888781
1140,1200,1,0.0095111741277404821,-6.6462076360207506e-05,0.0094447120513802742,0.00015851956879567471,-1.1077012726701252e-06,0.00015741186752300457
1200,1260,1,0.0098443225672109613,-7.8594287970570919e-05,0.0097657282792403908,0.00016407204278684936,-1.3099047995095154e-06,0.00016276213798733984
1260,1320,1,0.010103416839717688,-9.1463056434892798e-05,0.010011953783282795,0.00016839028066196148,-1.5243842739148801e-06,0.00016686589638804659
1320,1380,1,0.010363798061459123,-0.00010496771028441215,0.010258830351174711,0.00017272996769098539,-1.7494618380735358e-06,0.00017098050585291185
1380,1440,1,0.010668863613845281,-0.0001190301371462837,0.010549833476698998,0.00017781439356408802,-1.9838356191047285e-06,0.00017583055794498329
1440,1500,1,0.010886958214571779,-0.00013356140530728928,0.010753396809264491,0.00018144930357619633,-2.2260234217881545e-06,0.00017922328015440816
1500,1560,1,0.010983330736941299,-0.00014846010315219815,0.010834870633789101,0.00018305551228235499,-2.4743350525366359e-06,0.00018058117722981836
1560,1620,1,0.01104735095026052,-0.00016362663179814434,0.010883724318462375,0.00018412251583767533,-2.7271105299690723e-06,0.00018139540530770625
1620,1680,1,0.011123967208379021,-0.00017899419063518453,0.010944973017743836,0.00018539945347298368,-2.9832365105864087e-06,0.00018241621696239726
1680,1740,1,0.011173314214330543,-0.00019448574127092777,0.010978828473059615,0.00018622190357217572,-3.2414290211821296e-06,0.00018298047455099359
1740,1800,1,0.011322474049945019,-0.00021006124560349056,0.011112412804341529,0.000188707900832417,-3.5010207600581759e-06,0.00018520688007235884
1800,1860,1,0.011519805244922493,-0.00022570542898465149,0.011294099815937842,0.00019199675408204154,-3.7617571497441917e-06,0.00018823499693229736
1860,1920,1,0.011677027022264891,-0.00024137351790918279,0.011435653504355709,0.00019461711703774818,-4.0228919651530466e-06,0.00019059422507259515
1920,1980,1,0.011713877426773461,-0.00025700131763423638,0.011456876109139225,0.00019523129044622436,-4.2833552939039399e-06,0.00019094793515232042
1980,2040,1,0.01164762469561581,-0.00027249323289108875,0.011375131462724722,0.0001941270782602635,-4.5415538815181459e-06,0.00018958552437874535
2040,2100,1,0.011630239402099618,-0.00028782369257300544,0.011342415709526613,0.00019383732336832697,-4.7970615428834238e-06,0.00018904026182544353
2100,2160,1,0.011596864047916711,-0.00030297439704365632,0.011293889650873055,0.00019328106746527852,-5.0495732840609389e-06,0.00018823149418121759
2160,2220,1,0.01152010168829104,-0.0003178935005308664,0.011202208187760174,0.00019200169480485066,-5.2982250088477737e-06,0.00018670346979600289
2220,2280,1,0.01150005850798147,-0.00033257287539969517,0.011167485632581775,0.00019166764179969116,-5.5428812566615858e-06,0.00018612476054302959
2280,2340,1,0.011490118254791792,-0.00034702475490525075,0.011143093499886542,0.00019150197091319653,-5.7837459150875129e-06,0.00018571822499810904
2340,2400,1,0.011478915832753067,-0.00036122069427559599,0.011117695138477471,0.00019131526387921777,-6.0203449045932661e-06,0.00018529491897462452
2400,2460,1,0.011474740872036093,-0.00037517385418638083,0.011099567017849712,0.00019124568120060156,-6.252897569773014e-06,0.00018499278363082853
2460,2520,1,0.011452854642741872,-0.00038885372445777219,0.011064000918284099,0.00019088091071236453,-6.4808954076295361e-06,0.00018440001530473497
2520,2580,1,0.011433720096054145,-0.00040227384481391053,0.011031446251240234,0.00019056200160090243,-6.7045640802318425e-06,0.00018385743752067057
2580,2640,1,0.011301627673783843,-0.00041536802238975861,0.010886259651394083,0.00018836046122973072,-6.9228003731626435e-06,0.00018143766085656807
2640,2700,1,0.011193041095711898,-0.00042810299797265729,0.01076493809773924,0.00018655068492853162,-7.1350499662109549e-06,0.00017941563496232067
2700,2760,1,0.011158436851897935,-0.00044056144429533914,0.010717875407602596,0.00018597394753163226,-7.3426907382556524e-06,0.00017863125679337661
2760,2820,1,0.01101650732792725,-0.00045269207343649753,0.010563815254490752,0.00018360845546545415,-7.5448678906082922e-06,0.00017606358757484586
2820,2880,1,0.010799062161807649,-0.00046440397525221704,0.010334658186555431,0.0001799843693634608,-7.7400662542036178e-06,0.00017224430310925718
2880,2940,1,0.010663456919445813,-0.00047574143097000969,0.010187715488475803,0.00017772428199076354,-7.9290238495001622e-06,0.00016979525814126339
2940,3000,1,0.010514204381671277,-0.00048675343347274677,0.01002745094819853,0.00017523673969452129,-8.1125572245457796e-06,0.00016712418246997551
3000,3060,1,0.01029026225321461,-0.00049734847710982723,0.0097929137761047832,0.00017150437088691016,-8.2891412851637879e-06,0.00016321522960174639
3060,3120,1,0.01009174683187708,-0.000507551205084774,0.0095841956267923058,0.00016819578053128465,-8.4591867514129008e-06,0.00015973659377987176
3120,3180,1,0.010011346028897972,-0.00051744133187905765,0.009493904697018914,0.00016685576714829952,-8.6240221979842945e-06,0.00015823174495031524
3180,3240,1,0.010006860017901353,-0.00052715776282343495,0.0094797022550779184,0.00016678100029835589,-8.785962713723915e-06,0.00015799503758463196
3240,3300,1,0.0099133101771672893,-0.00053661685314680165,0.0093766933240204877,0.0001652218362861215,-8.9436142191133612e-06,0.00015627822206700813
3300,3360,1,0.0097959720402044925,-0.00054578425311454723,0.0092501877870899453,0.00016326620067007487,-9.0964042185757873e-06,0.00015416979645149908
3360,3420,1,0.0096190848850135069,-0.00055463468916096097,0.0090644501958525459,0.00016031808141689179,-9.2439114860160158e-06,0.00015107416993087578
3420,3480,1,0.0094090775322702713,-0.00056311752845805696,0.0088459600038122144,0.0001568179588711712,-9.3852921409676153e-06,0.00014743266673020357
3480,3540,1,0.0091738983735466517,-0.00057124888820443871,0.008602649485342213,0.00015289830622577754,-9.5208148034073119e-06,0.00014337749142237022
3540,3600,1,0.0089072575136045495,-0.00057897880167507611,0.0083282787119294734,0.00014845429189340917,-9.6496466945846019e-06,0.00013880464519882456
3600,3660,1,0.0087765321976533972,-0.00058643702124783204,0.0081900951764055652,0.00014627553662755662,-9.7739503541305346e-06,0.00013650158627342607
3660,3720,1,0.0086958047695049334,-0.00059375652626037466,0.0081020482432445588,0.00014493007949174889,-9.8959421043395779e-06,0.00013503413738740931
3720,3780,1,0.0085555771372324285,-0.00060084544266576084,0.0079547316945666677,0.00014259295228720713,-1.0014090711096015e-05,0.00013257886157611113
3780,3840,1,0.0084446390282372219,-0.00060772764421688358,0.0078369113840203383,0.0001407439838039537,-1.0128794070281392e-05,0.00013061518973367232
3840,3900,1,0.0083178310318814397,-0.00061442464458674392,0.0077034063872946958,0.00013863051719802398,-1.02404107431124e-05,0.0001283901064549116
3900,3960,1,0.0081346281444016899,-0.00062086650612631911,0.0075137616382753708,0.00013557713574002817,-1.0347775102105318e-05,0.00012522936063792285
3960,4020,1,0.0079437241490071253,-0.00062704577973798567,0.0073166783692691396,0.00013239540248345208,-1.0450762995633095e-05,0.00012194463948781899
4020,4080,1,0.0077242832868366085,-0.0006329628616231521,0.0070913204252134564,0.00012873805478061013,-1.0549381027052536e-05,0.00011818867375355761
4080,4140,1,0.0074504419313299319,-0.00063855298207623687,0.0068118889492536951,0.0001241740321888322,-1.0642549701270614e-05,0.00011353148248756159
4140,4200,1,0.0072545097259091307,-0.00064388341440581656,0.0066106263115033141,0.00012090849543181885,-1.0731390240096943e-05,0.0001101771051917219
4200,4260,1,0.0071163803003703174,-0.00064910280608512783,0.0064672774942851896,0.00011860633833950529,-1.0818380101418797e-05,0.0001077879582380865
4260,4320,1,0.0069689481862498237,-0.00065416206893735562,0.0063147861173124681,0.00011614913643749706,-1.0902701148955927e-05,0.00010524643528854113
4320,4380,1,0.0069166917071877831,-0.00065917592403851033,0.0062575157831492728,0.00011527819511979638,-1.0986265400641838e-05,0.00010429192971915455
4380,4440,1,0.0067840927147441166,-0.00066412434016731303,0.0061199683745768035,0.00011306821191240194,-1.1068739002788551e-05,0.00010199947290961339
4440,4500,1,0.0065037573068252863,-0.0006687374216854218,0.0058350198851398645,0.00010839595511375478,-1.114562369475703e-05,9.7250331418997747e-05
4500,4560,1,0.0062954323173959326,-0.00067310153132798048,0.0056223307860679521,0.00010492387195659888,-1.1218358855466342e-05,9.370551310113253e-05
4560,4620,1,0.0061686674006929954,-0.00067739189933584826,0.0054912755013571471,0.00010281112334488326,-1.1289864988930805e-05,9.1521258355952456e-05
4620,4680,1,0.0060980828717451807,-0.00068166315037233166,0.005416419721372849,0.00010163471452908634,-1.1361052506205528e-05,9.0273662022880818e-05
4680,4740,1,0.0060355790921158281,-0.00068595468380217711,0.005349624408313651,0.00010059298486859713,-1.1432578063369619e-05,8.9160406805227518e-05
4740,4800,1,0.0059475544480417364,-0.00069018612897737974,0.0052573683190643566,9.9125907467362279e-05,-1.1503102149622995e-05,8.7622805317739275e-05
4800,4860,1,0.0058438870739094817,-0.00069436227461226047,0.0051495247992972212,9.7398117898491363e-05,-1.1572704576871007e-05,8.582541332162035e-05
4860,4920,1,0.005658681993371828,-0.00069836727720949676,0.0049603147161623312,9.4311366556197137e-05,-1.1639454620158279e-05,8.2671911936038858e-05
4920,4980,1,0.0055142037421440637,-0.00070221852480945035,0.0048119852173346134,9.1903395702401067e-05,-1.1703642080157505e-05,8.0199753622243558e-05
4980,5040,1,0.0053337717702482967,-0.00070597829712383195,0.0046277934731244648,8.8896196170804939e-05,-1.1766304952063866e-05,7.7129891218741085e-05
5040,5100,1,0.0050416481643299482,-0.00070941219936648814,0.0043322359649634601,8.4027469405499131e-05,-1.1823536656108136e-05,7.2203932749391003e-05
5100,5160,1,0.0048259177188466618,-0.00071263533237132803,0.0041132823864753337,8.04319619807777e-05,-1.1877255539522134e-05,6.8554706441255559e-05
5160,5220,1,0.0047820660156675521,-0.00071591436033004163,0.0040661516553375104,7.9701100261125873e-05,-1.1931906005500694e-05,6.776919425562517e-05
5220,5280,1,0.0047615576081206923,-0.00071936412796614474,0.0040421934801545475,7.9359293468678202e-05,-1.1989402132769078e-05,6.7369891335909132e-05
5280,5340,1,0.0045901527651214247,-0.00072268299518811474,0.0038674697699333099,7.6502546085357076e-05,-1.2044716586468579e-05,6.4457829498888505e-05
5340,5400,1,0.0044436996712010624,-0.0007258444299722,0.0037178552412288624,7.4061661186684377e-05,-1.2097407166203334e-05,6.1964254020481033e-05
5400,5460,1,0.004318589223880398,-0.00072898146819521531,0.0035896077556851827,7.1976487064673306e-05,-1.2149691136586923e-05,5.9826795928086378e-05
5460,5520,1,0.0042322247947160774,-0.00073207104933883244,0.0035001537453772449,7.0537079911934619e-05,-1.2201184155647207e-05,5.8335895756287419e-05
5520,5580,1,0.0041823384825691035,-0.00073525505927356932,0.0034470834232955341,6.9705641376151731e-05,-1.2254250987892823e-05,5.7451390388258899e-05
5580,5640,1,0.0040442837706355927,-0.00073834296851875425,0.0033059408021168385,6.7404729510593217e-05,-1.2305716141979238e-05,5.5099013368613978e-05
5640,5700,1,0.0038953109267277908,-0.00074130573529171406,0.0031540051914360767,6.4921848778796512e-05,-1.2355095588195234e-05,5.2566753190601276e-05
5700,5760,1,0.0038116363764303385,-0.00074424083943289837,0.0030673955369974401,6.3527272940505636e-05,-1.2404013990548307e-05,5.1123258949957334e-05
5760,5820,1,0.003726410527159274,-0.00074721434117408503,0.002979196185985189,6.2106842119321234e-05,-1.2453572352901418e-05,4.9653269766419815e-05
5820,5880,1,0.0035358866438838232,-0.00075001640687662186,0.0027858702370072014,5.893144406473039e-05,-1.2500273447943698e-05,4.6431170616786686e-05
5880,5940,1,0.0033571709119353255,-0.00075263092311223662,0.0026045399888230888,5.5952848532255421e-05,-1.2543848718537276e-05,4.3408999813718147e-05
5940,6000,1,0.0033813982445459745,-0.0007553729117314445,0.00262602533281453,5.6356637409099576e-05,-1.2589548528857408e-05,4.3767088880242165e-05
6000,6060,1,0.0034838553388717441,-0.00075847652934055848,0.0027253788095311857,5.8064255647862402e-05,-1.2641275489009309e-05,4.5422980158853095e-05
6060,6120,1,0.0034265525730198254,-0.00076159726615140227,0.0026649553068684231,5.7109209550330421e-05,-1.2693287769190039e-05,4.4415921781140384e-05
6120,6180,1,0.0032324060728416981,-0.00076447006153440578,0.0024679360113072923,5.3873434547361633e-05,-1.2741167692240096e-05,4.1132266855121542e-05
6180,6240,1,0.0031390608148503807,-0.00076720347280353346,0.0023718573420468472,5.2317680247506342e-05,-1.2786724546725557e-05,3.9530955700780784e-05
6240,6300,1,0.0031416607109008288,-0.00077012098401685325,0.0023715397268839755,5.2361011848347148e-05,-1.283534973361422e-05,3.9525662114732926e-05
6300,6360,1,0.0030486423410838182,-0.00077299613490657004,0.0022756462061772481,5.0810705684730299e-05,-1.28832689151095e-05,3.7927436769620801e-05
6360,6420,1,0.002891695087444246,-0.00077571105670425078,0.0021159840307399952,4.8194918124070768e-05,-1.2928517611737513e-05,3.526640051233325e-05
6420,6480,1,0.0026918229231119861,-0.00077819985657596319,0.0019136230665360229,4.4863715385199769e-05,-1.2969997609599386e-05,3.1893717775600384e-05
6480,6540,1,0.0025017496954297114,-0.00078049897857587064,0.0017212507168538407,4.1695828257161857e-05,-1.3008316309597845e-05,2.8687511947564011e-05
6540,6600,1,0.0024872550627283996,-0.0007828607269863147,0.0017043943357420849,4.1454251045473329e-05,-1.3047678783105245e-05,2.8406572262368083e-05
6600,6660,1,0.0025040484664332618,-0.00078548686229667347,0.0017185616041365884,4.1734141107221032e-05,-1.3091447704944558e-05,2.8642693402276472e-05
6660,6720,1,0.0023444756118455867,-0.00078794352476442564,0.0015565320870811611,3.9074593530759777e-05,-1.3132392079407094e-05,2.5942201451352683e-05
6720,6780,1,0.0022031557492874221,-0.00079021897322967966,0.0014129367760577424,3.6719262488123704e-05,-1.317031622049466e-05,2.3548946267629042e-05
6780,6840,1,0.0021705212845218869,-0.00079255874935807435,0.0013779625351638125,3.617535474203145e-05,-1.3209312489301239e-05,2.2966042252730208e-05
6840,6900,1,0.0021046964817666991,-0.00079495983817420152,0.0013097366435924976,3.5078274696111654e-05,-1.3249330636236692e-05,2.1828944059874961e-05
6900,6960,1,0.0020909318202178007,-0.00079736302265086267,0.001293568797566938,3.484886367029668e-05,-1.3289383710847712e-05,2.1559479959448966e-05
6960,7020,1,0.0021540538823657807,-0.00080002015023872275,0.0013540337321270579,3.5900898039429677e-05,-1.3333669170645379e-05,2.2567228868784299e-05
7020,7080,1,0.002120460594029816,-0.00080269720862634342,0.0013177633854034726,3.5341009900496932e-05,-1.3378286810439058e-05,2.1962723090057876e-05
7080,7140,1,0.0020068380863765833,-0.00080524056665592231,0.001201597519720661,3.3447301439609724e-05,-1.3420676110932039e-05,2.0026625328677685e-05
7140,7200,1,0.0019052960394664309,-0.00080764343898562935,0.0010976526004808015,3.175493399110718e-05,-1.3460723983093822e-05,1.8294210008013358e-05
7200,7260,1,0.0018563698071569767,-0.00081007106518754535,0.0010462987419694314,3.0939496785949613e-05,-1.3501184419792422e-05,1.743831236615719e-05
7260,7320,1,0.001803139064113668,-0.00081250307929709581,0.00099063598481657217,3.00523177352278e-05,-1.354171798828493e-05,1.651059974694287e-05
7320,7380,1,0.0016557376458304907,-0.00081480803521438022,0.00084092961061611043,2.7595627430508176e-05,-1.358013392023967e-05,1.4015493510268508e-05
7380,7440,1,0.0015147482746925567,-0.0008168957293003265,0.00069785254539223018,2.5245804578209276e-05,-1.3614928821672109e-05,1.1630875756537169e-05
7440,7500,1,0.0014195441491818839,-0.00081898120004992442,0.00060056294913195946,2.3659069153031397e-05,-1.364968666749874e-05,1.0009382485532657e-05
7500,7560,1,0.0013701892529730531,-0.00082104831848144738,0.00054914093449160567,2.2836487549550885e-05,-1.3684138641357456e-05,9.1523489081934272e-06
7560,7620,1,0.0013732175463430085,-0.00082327719672516814,0.00054994034961784038,2.2886959105716807e-05,-1.3721286612086135e-05,9.1656724936306739e-06
7620,7680,1,0.0012853691501097941,-0.00082545066030828562,0.00045991848980150851,2.1422819168496567e-05,-1.3757511005138093e-05,7.6653081633584755e-06
7680,7740,1,0.0011831734446833275,-0.00082750095723116424,0.00035567248745216329,1.971955741138879e-05,-1.3791682620519404e-05,5.9278747908693885e-06
7740,7800,1,0.0011983330681740734,-0.00082963595939793133,0.00036869710877614204,1.9972217802901224e-05,-1.3827265989965522e-05,6.1449518129357009e-06
7800,7860,1,0.0012037689834216714,-0.00083193746037392435,0.00037183152304774703,2.0062816390361189e-05,-1.3865624339565406e-05,6.1971920507957835e-06
7860,7920,1,0.0012493722535477092,-0.00083429467470926,0.0004150775788384492,2.0822870892461819e-05,-1.3904911245154333e-05,6.9179596473074869e-06
7920,7980,1,0.0013169377603011734,-0.00083690086746265879,0.00048003689283851458,2.1948962671686223e-05,-1.3948347791044314e-05,8.0006148806419094e-06
7980,8040,1,0.0012188531197719898,-0.00083935253789926834,0.00037950058187272151,2.0314218662866499e-05,-1.3989208964987806e-05,6.325009697878692e-06
8040,8100,1,0.0011466438866848394,-0.00084165939059814565,0.00030498449608669376,1.9110731444747322e-05,-1.4027656509969094e-05,5.0830749347782289e-06
8100,8160,1,0.00104117159293593,-0.0008438965320552716,0.00019727506088065838,1.7352859882265499e-05,-1.4064942200921194e-05,3.2879176813443062e-06
8160,8220,1,0.0010483605621562919,-0.0008461065124535927,0.00020225404970269922,1.7472676035938199e-05,-1.4101775207559878e-05,3.3709008283783203e-06
8220,8280,1,0.0011179022028391383,-0.00084862436301530453,0.0002692778398238338,1.8631703380652305e-05,-1.4143739383588409e-05,4.4879639970638966e-06
8280,8340,1,0.0010929981953560208,-0.00085109245665580813,0.0002419057387002127,1.8216636589267014e-05,-1.4184874277596803e-05,4.0317623116702117e-06
8340,8400,1,0.00097979817732118946,-0.00085344505616956334,0.00012635312115162611,1.6329969622019824e-05,-1.4224084269492722e-05,2.1058853525271021e-06
8400,8460,1,0.0008609961390738663,-0.00085554114349352395,5.4549955803423478e-06,1.4349935651231106e-05,-1.4259019058225399e-05,9.0916593005705798e-08
8460,8520,1,0.00087351789157941173,-0.00085776051573130396,1.5757375848107769e-05,1.4558631526323529e-05,-1.4296008595521733e-05,2.6262293080179614e-07
8520,8580,1,0.00095223247071063444,-0.00086017711214143866,9.2055358569195778e-05,1.5870541178510573e-05,-1.433628520235731e-05,1.534255976153263e-06
8580,8640,1,0.00097807745067490792,-0.00086274638614250443,0.00011533106453240349,1.6301290844581798e-05,-1.4379106435708407e-05,1.9221844088733915e-06
8640,8700,1,0.00087886010257032243,-0.00086512630172184968,1.3733800848472755e-05,1.4647668376172041e-05,-1.4418771695364162e-05,2.2889668080787924e-07
8700,8760,1,0.00075690523712490521,-0.00086731064754987097,-0.00011040541042496577,1.2615087285415087e-05,-1.4455177459164516e-05,-1.8400901737494293e-06
8760,8820,1,0.00066686396385939872,-0.00086937256052087297,-0.00020250859666147425,1.1114399397656645e-05,-1.4489542675347882e-05,-3.3751432776912376e-06
8820,8880,1,0.00066487574464002552,-0.0008715066461250226,-0.00020663090148499708,1.1081262410667092e-05,-1.4525110768750377e-05,-3.4438483580832848e-06
8880,8940,1,0.00066715892939517296,-0.00087375237034069408,-0.00020659344094552112,1.111931548991955e-05,-1.4562539505678234e-05,-3.4432240157586852e-06
8940,9000,1,0.00056494695057018873,-0.00087587835478709908,-0.00031093140421691035,9.4157825095031449e-06,-1.4597972579784984e-05,-5.1821900702818391e-06
9000,9060,1,0.0006117847685513933,-0.00087802327716735018,-0.00026623850861595688,1.0196412809189888e-05,-1.4633721286122503e-05,-4.4373084769326143e-06
9060,9120,1,0.00079931635938257362,-0.00088065951251886654,-8.1343153136292923e-05,1.3321939323042893e-05,-1.4677658541981109e-05,-1.3557192189382155e-06
9120,9180,1,0.00073107428679797248,-0.00088325317141002557,-0.00015217888461205309,1.2184571446632874e-05,-1.4720886190167093e-05,-2.5363147435342182e-06
9180,9240,1,0.0006142837048398464,-0.00088550024653184789,-0.00027121654169200149,1.0238061747330774e-05,-1.4758337442197465e-05,-4.5202756948666916e-06
9240,9300,1,0.00054466081546822309,-0.00088771744352654502,-0.00034305662805832193,9.0776802578037184e-06,-1.4795290725442418e-05,-5.7176104676386985e-06
9300,9360,1,0.00053185917211462375,-0.00088990000495808852,-0.00035804083284346477,8.8643195352437289e-06,-1.4831666749301475e-05,-5.9673472140577465e-06
9360,9420,1,0.00054594279168695969,-0.00089224370964556543,-0.00034630091795860574,9.0990465281159942e-06,-1.4870728494092758e-05,-5.7716819659767627e-06
9420,9480,1,0.00054510693377951558,-0.00089456171340125679,-0.00034945477962174121,9.0851155629919255e-06,-1.4909361890020947e-05,-5.8242463270290203e-06
9480,9540,1,0.00061700552608401349,-0.00089706270226941331,-0.00028005717618539983,1.0283425434733559e-05,-1.4951045037823556e-05,-4.6676196030899973e-06
9540,9600,1,0.00065017556998481218,-0.00089965801671955392,-0.00024948244673474174,1.083625949974687e-05,-1.4994300278659231e-05,-4.1580407789123622e-06
9600,9660,1,0.0005297833135745611,-0.00090207057363694831,-0.00037228726006238722,8.8297218929093514e-06,-1.5034509560615805e-05,-6.204787667706454e-06
9660,9720,1,0.00049693567669062411,-0.00090430804178470714,-0.00040737236509408303,8.2822612781770687e-06,-1.5071800696411785e-05,-6.7895394182347175e-06
9720,9780,1,0.00048364929633892828,-0.00090670966283883103,-0.00042306036649990275,8.0608216056488047e-06,-1.5111827713980518e-05,-7.0510061083317121e-06
9780,9840,1,0.0003030718818552991,-0.0009087662733428814,-0.00060569439148758231,5.0511980309216513e-06,-1.5146104555714689e-05,-1.0094906524793039e-05
9840,9900,1,0.0002817054119390594,-0.00091076284162233678,-0.00062905742968327738,4.695090198984323e-06,-1.5179380693705612e-05,-1.048429049472129e-05
9900,9960,1,0.00033653251318976896,-0.00091301616814046249,-0.00057648365495069354,5.6088752198294822e-06,-1.5216936135674375e-05,-9.6080609158448918e-06
9960,10020,1,0.00041386124102404942,-0.00091541172745768229,-0.00050155048643363287,6.8976873504008237e-06,-1.5256862124294705e-05,-8.3591747738938817e-06
10020,10080,1,0.00051412620032442735,-0.00091805754677876106,-0.00040393134645433371,8.5687700054071225e-06,-1.5300959112979351e-05,-6.7321891075722284e-06
10080,10140,1,0.00044673907359205067,-0.00092059692876729493,-0.00047385785517524426,7.4456512265341775e-06,-1.5343282146121583e-05,-7.8976309195874051e-06
10140,10200,1,0.00043576700186653827,-0.00092299832424701245,-0.00048723132238047417,7.2627833644423049e-06,-1.5383305404116874e-05,-8.120522039674569e-06
10200,10260,1,0.00040876775676268462,-0.00092548889680760249,-0.00051672114004491787,6.8127959460447434e-06,-1.5424814946793374e-05,-8.6120190007486316e-06
10260,10320,1,0.00030554369653845725,-0.00092772876035933372,-0.00062218506382087646,5.0923949423076206e-06,-1.5462146005988894e-05,-1.0369751063681275e-05
10320,10380,1,0.00024878034488307055,-0.00092992496637449296,-0.00068114462149142241,4.1463390813845091e-06,-1.5498749439574882e-05,-1.1352410358190373e-05
10380,10440,1,0.0003058930167738616,-0.00093221984367042321,-0.00062632682689656161,5.0982169462310266e-06,-1.5536997394507054e-05,-1.0438780448276027e-05
10440,10500,1,0.00028933326617419652,-0.00093466663294011765,-0.00064533336676592112,4.8222211029032758e-06,-1.5577777215668628e-05,-1.0755556112765353e-05
10500,10560,1,0.00010274908793672655,-0.00093670003178868144,-0.0008339509438519549,1.7124847989454425e-06,-1.5611667196478025e-05,-1.3899182397532582e-05
10560,10620,1,8.4246971390200542e-05,-0.00093867573949825422,-0.00085442876810805368,1.4041161898366756e-06,-1.5644595658304238e-05,-1.4240479468467561e-05
10620,10680,1,0.00027401354941380962,-0.00094110210625847346,-0.00066708855684466384,4.5668924902301599e-06,-1.5685035104307891e-05,-1.1118142614077731e-05
10680,10740,1,0.00043625769570609929,-0.00094394790259184902,-0.00050769020688574973,7.270961595101655e-06,-1.5732465043197484e-05,-8.4615034480958282e-06
10740,10800,1,0.00044431814051848484,-0.00094676145246233578,-0.00050244331194385095,7.4053023419747477e-06,-1.577935754103893e-05,-8.3740551990641829e-06
0,60,2,0.0024647559346708744,-0.016904450720389916,-0.014439694785719041,4.1079265577847905e-05,-0.00028174084533983193,-0.00024066157976198403
60,120,2,0.0050272857544569503,-0.0073300680338257325,-0.0023027822793687822,8.3788095907615838e-05,-0.00012216780056376221,-3.8379704656146367e-05
120,180,2,0.0058959271822220044,-0.0057323208738389309,0.00016360630838307359,9.8265453037033406e-05,-9.5538681230648842e-05,2.7267718063845596e-06
180,240,2,0.0058432125238507236,-0.0049009989440471809,0.00094221357980354276,9.7386875397512067e-05,-8.1683315734119687e-05,1.570355966339238e-05
240,300,2,0.008086594620300272,-0.0043486176602355181,0.0037379769600647539,0.00013477657700500454,-7.2476961003925297e-05,6.2299616001079228e-05
300,360,2,0.0083526912877970524,-0.0039456761045671002,0.0044070151832299523,0.00013921152146328421,-6.576126840945167e-05,7.3450253053832537e-05
360,420,2,0.0087282762436085501,-0.0036410968327828114,0.0050871794108257387,0.00014547127072680918,-6.0684947213046859e-05,8.4786323513762313e-05
420,480,2,0.0081965894623637833,-0.0034006981923571239,0.0047958912700066594,0.00013660982437272971,-5.6678303205952067e-05,7.9931521166777653e-05
480,540,2,0.0093536276994849316,-0.0031938685128173466,0.0061597591866675849,0.00015589379499141552,-5.3231141880289112e-05,0.00010266265311112642
540,600,2,0.0097737326626527107,-0.0030106699698204051,0.0067630626928323057,0.00016289554437754519,-5.0177832830340083e-05,0.00011271771154720509
600,660,2,0.010996216802723252,-0.0028473673660473972,0.0081488494366758549,0.00018327028004538754,-4.7456122767456622e-05,0.00013581415727793091
660,720,2,0.010660149556310464,-0.0027066783539598516,0.0079534712023506121,0.00017766915927184106,-4.5111305899330859e-05,0.00013255785337251021
720,780,2,0.011106524013530683,-0.0025836355607688419,0.0085228884527618412,0.00018510873355884471,-4.30605926794807e-05,0.00014204814087936401
